study_id,text,gpt_response,icpr_keywords,missing_icpsr
9196,"This study is part of a time-series collection of national
surveys fielded continuously since 1952. The election studies are
designed to present data on Americans' social backgrounds, enduring
political predispositions, social and political values, perceptions
and evaluations of groups and candidates, opinions on questions of
public policy, and participation in political life. In addition to the
standard or core content items, new topics include evaluations of the
presidential primary candidates, respondent's primary vote, the budget
deficit, health insurance, foreign policy, equal rights for women, the
drug problem, the Reagan presidency, recall of the 1984 presidential
vote, parental party identification, evaluation of Bush and Dukakis on
the issues of environment and crime, the death penalty, and new system
support and political efficacy items. The file also contains
post-election vote validation and election administration survey data
as well as data collected in 1991 to revalidate the 1988 respondents
in order to assess the reliability of the vote validation process.","['national surveys', 'political predispositions', 'social values', 'candidate evaluations', 'public policy', 'political participation', 'presidential primaries', 'vote validation', 'election studies', 'policy issues']","['election studies', 'political participation', 'political predispositions', 'presidential elections', 'public opinion', 'public policy', 'social values', 'vote validation', 'voter attitudes', 'voter turnout']","national surveys,political predispositions,candidate evaluations,presidential primaries,vote validation,policy issues"
4109,"These data, collected to assist in the development of
 sentencing guidelines, describe offense and sentencing characteristics
 for organizations sentenced in federal district courts in 2002. The
 United States Sentencing Commission's primary function is to inform
 federal courts of sentencing policies and practices that include
 guidelines prescribing the appropriate form and severity of punishment
 for offenders convicted of federal crimes. Court-related variables
 include primary offense type, pecuniary offense loss and gain, dates
 of disposition and sentencing, method of determination of guilt,
 number of counts pled and charged, and dates and types of sentencing
 and restitution. Defendant organization variables include ownership
 structure, number of owners and employees, highest level of corporate
 knowledge of the criminal offense, highest level of corporate
 indictment and conviction for participation in the criminal offense,
 annual revenue, equity and financial status, whether it was a criminal
 organization, duration of criminal activity, and risk to national
 security. Organizational Defendants Data, 2002, covers fiscal year
October 1, 2001, through September 30, 2002.","['sentencing guidelines', 'federal courts', 'offense characteristics', 'sentencing commission', 'court-related variables', 'defendant organization', 'corporate knowledge', 'criminal offense', 'organizational defendants', 'fiscal year data']","['appellate courts', 'arraignment', 'arrest procedures', 'assault and battery', 'asset forfeiture', 'attorneys', 'bail', 'capital punishment', 'criminal law', 'sentencing reform']","offense characteristics,sentencing commission,court-related variables,defendant organization,corporate knowledge,criminal offense,organizational defendants,fiscal year data"
27061,"<p>This administrative dataset provides descriptive
information about the families and children served through the federal
Child Care and Development Fund (CCDF). CCDF dollars are provided to
states, territories, and tribes to provide assistance to low-income
families receiving or in transition from temporary public assistance,
to obtain quality child care so they can work, or depending on their
state's policy, to attend training or receive education. The Personal
Responsibility and Work Opportunity Act of 1996 requires states and
territories to collect information on all family units receiving
assistance through the CCDF and to submit monthly case-level data to
the Child Care Bureau. States are permitted to report case-level data
for the entire population, or a sample of the population, under
approved sampling guidelines.</p>
<p>The Summary Records file contains
monthly state-level summary information including the number of
families served. The Family Records file contains family-level data
including single parent status of the head of household, monthly
co-payment amount, date on which child care assistance began, reasons
for care (e.g., employment, training/education, protective services,
etc.), income used to determine eligibility, source of income, and the
family size on which eligibility is based. The Child Records file
contains child-level data including ethnicity, race, gender, and date
of birth. The Setting Records file contains information about the type
of child care setting, the total amount paid to the provider, and the
total number of hours of care received by the child. The Pooling
Factor file provides state-level data on the percentage of child care
funds that is provided through the CCDF, the federal Head Start region
the grantee (state) is in and is monitored by, and the State FIPS code
for the grantee.</p>","['child care fund', 'low-income families', 'quality child care', 'state policy', 'administrative dataset', 'family-level data', 'child-level data', 'child care assistance', 'provider payment', 'sampling guidelines']","['child care', 'early childhood education', 'family income', 'low-income', 'parental attitudes', 'poverty programs', 'public assistance programs', 'state government', 'welfare services', 'working poor']","child care fund,low-income families,quality child care,state policy,administrative dataset,family-level data,child-level data,child care assistance,provider payment,sampling guidelines"
8531,"These data focus on the potential effectiveness of the
Guardian Angels in their attempts to combat fear and crime on the New
York City subways. Respondents were asked about their perceived fear of
crime while riding the subways, the likelihood of their becoming
victims of crimes, their opinions about the crime problem on the
subways, and their knowledge and observations of the Guardian Angels.","['guardian angels', 'crime prevention', 'new york subways', 'perceived fear', 'victim likelihood', 'crime opinions', 'public safety', 'volunteer patrols', 'safety perceptions', 'community involvement']","['community policing', 'crime prevention', 'fear of crime', 'neighborhood watch programs', 'perceptions', 'public safety', 'victim services', 'victimization', 'violence against women', 'volunteer programs']","new york subways,perceived fear,victim likelihood,crime opinions,volunteer patrols,safety perceptions"
36395,"The Uniform Crime Reporting Program Data, Police Employee Data, 2014 file contains monthly data on felonious or accidental killings and assaults upon United States law enforcement officers acting in the line of duty. The Federal Bureau of Investigation (FBI) assembled the data and processed them from UCR Master Police Employee (LEOKA) data tapes.
Each agency record in the file includes the following summary variables: state code, population group code, geographic division, Metropolitan Statistical Area code, and agency name. These variables afford considerable flexibility in creating subsets or aggregations of the data.
Since 1930, the Federal Bureau of Investigation has compiled the Uniform Crime Reports (UCR) to serve as a periodic nationwide assessment of reported crimes not available elsewhere in the criminal justice system. Each year, this information is reported in four types of files: (1) Offenses Known and Clearances by Arrest, (2) Property Stolen and Recovered, (3) Supplementary Homicide Reports (SHR), and (4) Police Employee (LEOKA) Data. The Police Employee (LEOKA) Data provide information about law enforcement officers killed or assaulted (hence the acronym, LEOKA) in the line of duty. The variables created from the LEOKA forms provide in-depth information on the circumstances surrounding killings or assaults, including type of call answered, type of weapon used, and type of patrol the officers were on.","['uniform crime reports', 'police employee data', 'law enforcement officers', 'fbi data collection', 'officer fatalities', 'officer assaults', 'crime data analysis', 'law enforcement statistics', 'leoka database', 'metropolitan statistical area']","['crime data analysis', 'crime statistics', 'law enforcement', 'law enforcement agencies', 'police reports', 'police training', 'public safety', 'uniform crime reports', 'violent crime statistics', 'violent crimes']","police employee data,law enforcement officers,fbi data collection,officer fatalities,officer assaults,crime data analysis,law enforcement statistics,leoka database,metropolitan statistical area"
5215,"This dataset contains information for 57,268 daily 
 
 occurrences of seventeen types of political events: riots, deaths from 
 
 political violence, political assassinations, armed attacks, elections, 
 
 protest demonstrations, regime support demonstrations, political 
 
 strikes, renewals of power, unsuccessful executive transfers, 
 
 unsuccessful irregular transfers, irregular power transfers, executive 
 
 adjustments, regular executive transfers, executions, acts of negative 
 
 sanctions, and acts of relaxation of political restrictions. The data 
 
 are recorded at daily intervals for each event group for each country 
 
 during the twenty-year period 1948-1967. For example, two riots in a 
 
 country on the same day appear as one record or case, but one riot and 
 
 one election in a country on the same day appear as two separate 
 
 records. Seven sources were used including THE NEW YORK TIMES INDEX and 
 
the Associated Press.","['political events', 'daily occurrences', 'political violence', 'political assassinations', 'armed attacks', 'protest demonstrations', 'power transfers', 'executive adjustments', 'data recording', 'source documentation']","['armed conflict', 'assassinations', 'civil rights movement', ""coup d'etat"", 'executive power', 'political protest', 'political violence', 'protest demonstrations', 'terrorism', 'violent crime']","political events,daily occurrences,political assassinations,armed attacks,power transfers,executive adjustments,data recording,source documentation"
37289,"<p>The Pathways for Advancing Careers and Education (PACE) study was designed to produce rigorous evidence for policymakers, practitioners, and researchers about the effectiveness of nine career pathways approaches that sought to increase credentials, employment, and self-sufficiency among low-income, low-skilled Americans. Funded by the U.S. Department of Health and Human Services' Administration for Children and Families, Office of Planning, Research, and Evaluation, PACE included nine program-specific evaluation reports. The study was led by Abt Associates, in partnership with MEF Associates, The Urban Institute, and the University of Michigan.</p>
<p>Each program-specific evaluation included an <hi>implementation study</hi> that examined the design and operation of the program and enrolled students' participation patterns, and an <hi>impact study</hi> that used an experimental design to measure differences in educational and employment outcomes between individuals randomly assigned to a group that could receive services from the PACE program (treatment group) and a group that could not but could participate in other services in the community (control group). Program impacts were measured 18 to 24 months following random assignment, depending on the program. Follow-up impact reports will cover three and six years after random assignment.</p>
<p>
The collection includes the following 15 data files:
<list type=""bulleted"">
<itm>Analysis Data File (9,242 cases; 152 variables)</itm>
<itm>Basic Information Form Data File (9,242 cases; 79 variables)</itm>
<itm>Case Manager/Advisor Data File (108 cases; 223 variables)</itm>
<itm>Instructional Staff Data File (135 cases; 510 variables)</itm>
<itm>Manager/Supervisor Data File (41 cases; 202 variables)</itm>
<itm>First Follow-up Data File (7,139 cases; 1,432 variables)</itm>
<itm>Self-Administered Questionnaire Data File (9,242 cases; 96 variables)</itm>
<itm>3 Year Updated Analysis Data File (9,242 cases; 1,676 variables)</itm>
<itm>Augmented Credentials Data File (5,862 cases; 29 variables)</itm>
<itm>Augmented Job Spells Data File (13,540 cases; 31 variables)</itm>
<itm>Augmented School Spells Data File (7,013 cases; 29 variables)</itm>
<itm>Job Conditions Data File (5,702 cases; 28 variables)</itm>
<itm>Person Level Data File (6,772 cases; 290 variables)</itm>
<itm>6 Year Follow-up Survey Data File (3,279 cases; 322 variables)</itm>
<itm>6 Year Updated Analysis Data File (3,279 cases; 177 variables)</itm>
</list>
</p>","['pace study', 'career pathways', 'low-income individuals', 'rigorous evidence', 'program evaluation', 'implementation study', 'impact study', 'experimental design', 'educational outcomes', 'employment outcomes']","['adult education', 'career development', 'educational programs', 'employment services', 'job training', 'low income groups', 'poverty programs', 'program evaluation', 'vocational education', 'vocational rehabilitation']","pace study,career pathways,low-income individuals,rigorous evidence,implementation study,impact study,experimental design,educational outcomes,employment outcomes"
4566,"The National Incidence Studies of Missing, Abducted,
Runaway, and Thrownaway Children (NISMART) were undertaken in response
to the mandate of the 1984 Missing Children's Assistance Act
(Pub.L. 98-473) that requires the Office of Juvenile Justice and
Delinquency Prevention (OJJDP) to conduct periodic national incidence
studies to determine the actual number of children reported missing
and the number of missing children who are recovered for a given
year. The first such study, NISMART-1 (NATIONAL INCIDENCE STUDIES OF
MISSING, ABDUCTED, RUNAWAY, AND THROWNAWAY CHILDREN (NISMART), 1988
[ICPSR 9682]), was conducted from 1988 to 1989 and addressed this
mandate by defining major types of missing child episodes and
estimating the number of children who experienced missing child
episodes of each type in 1988. At that time, the lack of a
standardized definition of a ""missing child"" made it impossible to
provide a single estimate of missing children. As a result, one of the
primary goals of NISMART-2 was to develop a standardized definition
and provide unified estimates of the number of missing children in the
United States. Both NISMART-1 and NISMART-2 comprise several component
datasets designed to provide a comprehensive picture of the population
of children who experienced qualifying episodes, with each component
focusing on a different aspect of the missing child population. The
Household Survey -- Youth Data and the Household Survey -- Adult Data
(Parts 1-2) are similar but separate surveys, one administered to the
adult primary caretaker of the children in the sampled household and
the other to a randomly selected household youth aged 10 through 18 at
the time of interview. The Juvenile Facilities Data on Runaways (Part
3) sought to estimate the number of runaways from juvenile residential
facilities in order to supplement the household survey estimate of the
number of runaways from households. And the Law Enforcement Study
Data, by case perpetrator, and victim, (Parts 4-6) intended to
estimate the number of children who were victims of stereotypical
kidnappings and to obtain a sample of these cases for in-depth study.","['national incidence studies', 'missing children', 'abducted children', 'runaway children', 'thrownaway children', ""missing children's assistance act"", 'office of juvenile justice', 'delinquency prevention', 'standardized definition', 'law enforcement study']","['child abuse', 'child advocacy', 'child custody', 'child neglect', 'child welfare', 'juvenile courts', 'juvenile delinquency', 'juvenile justice', 'missing children', 'runaway children']","national incidence studies,abducted children,runaway children,thrownaway children,missing children's assistance act,office of juvenile justice,delinquency prevention,standardized definition,law enforcement study"
24088,"The data contain records of arrests and bookings for federal offenses in the United States during fiscal year 1999. The data were constructed from the United States Marshals Service (USMS) Prisoner Tracking System database. Records include arrests made by federal law enforcement agencies (including the USMS), state and local agencies, and self-surrenders. Offenders arrested for federal offenses are transferred to the custody of the USMS for processing, transportation, and detention. The Prisoner Tracking System contains data on all offenders within the custody of the USMS. The data file contains variables from the original USMS files as well as additional analysis variables, or ""SAF"" variables, that denote subsets of the data. These SAF variables are related to statistics reported in the Compendium of Federal Justice Statistics, Tables 1.1-1.3. Variables containing identifying information (e.g., name, Social Security Number) were replaced with blanks, and the day portions of date fields were also sanitized in order to protect the identities of individuals. These data are part of a series designed by the Urban Institute (Washington, DC) and the Bureau of Justice Statistics. Data and documentation were prepared by the Urban Institute.","['federal offenses', 'arrest records', 'united states marshals', 'prisoner tracking system', 'law enforcement agencies', 'custody processing', 'data variables', 'identity protection', 'urban institute', 'bureau of justice statistics']","['arrest records', 'arrest warrants', 'arrests', 'bureau of justice statistics', 'identity theft', 'law enforcement agencies', 'prisoner reentry', 'united states marshals', 'urban crime', 'urban institute']","united states marshals,prisoner tracking system,custody processing,data variables,identity protection,urban institute,bureau of justice statistics"
34425,"<p>The Strengthening Washington DC Families (SWFP) Project examined the effectiveness of an evidence-based prevention program implemented on a sample of 715 families across mulitple settings in an urban area. The study area also included suburban Maryland. SWFP was set up as a true experimental design with families being randomly placed into one of four treatment conditions:</p><list type=""bulleted"">
<itm>child skills training only</itm>
<itm>parent skills training only</itm>
<itm>parent and child skills training plus family skills training</itm>
<itm>minimal treatment controls</itm></list>
<p>Entire families were assigned to one of the four treatment conditions. Data were collected from all family members who participated in the program. Thus the individual data files contain more than 715 records. The parent file contains 796 cases and the child file contains 961 cases.</p>
<p>The Strengthening Families Program is based on cognitive-behavioral social learning theory and family systems theory targeting elementary school-aged children. In this program parents receive training in parenting skills, children receive training primarily in social skills, and families receive family skills training. The aim of the program is to effectively reduce parent, child, and family risk factors for substance use and delinquency.</p>","['evidence-based prevention', 'urban family intervention', 'experimental design', 'random assignment', 'treatment conditions', 'data collection', 'cognitive-behavioral theory', 'family systems theory', 'risk factor reduction', 'substance use prevention']","['cognitive-behavioral therapy', 'data collection', 'experimental design', 'family intervention programs', 'prevention programs', 'random assignment', 'risk reduction', 'substance abuse treatment', 'treatment effectiveness', 'urban family']","evidence-based prevention,urban family intervention,experimental design,random assignment,treatment conditions,data collection,cognitive-behavioral theory,family systems theory,risk factor reduction,substance use prevention"
1077,"These data and/or computer programs are part of ICPSR's 
 Publication-Related Archive and are distributed exactly as they arrived 
 from the data depositor. ICPSR has not checked or processed this 
 material. Users should consult the INVESTIGATOR(S) if further 
information is desired.","['icpsr archive', 'data depositor', 'unprocessed material', 'user consultation', 'investigator contact', 'publication-related', 'data distribution', 'original format', 'research data', 'data integrity']","['data archives', 'data curation', 'data literacy', 'data re-use', 'digital preservation', 'disclosure avoidance', 'original format', 'research data', 'research models', 'user consultation']","icpsr archive,data depositor,unprocessed material,user consultation,investigator contact,publication-related,data distribution,original format,research data,data integrity"
3592,"These data are made available by the Federal Election
 Commission (FEC) and are taken directly from campaign finance reports
 filed by candidates, political committees, and others required to file
 under the federal election laws. This data file contains one record for
 each separate reporting period for each FEC committee and, as such, is
 the source for longitudinal information about committee financial
 activity during the 1989-1990 election cycle. Information presented in
 the file includes the political committee identification number, report
 year and type, time period covered by the report, total receipts and
 disbursements, beginning and ending cash balances, debts owed by and to
 the committee, individual, political, and candidate contributions,
 transfers from affiliated committees, loans received and payments made,
and refunds.","['fec data', 'campaign finance', 'political committees', 'federal election laws', 'reporting periods', 'financial activity', 'committee identification', 'receipts and disbursements', 'campaign contributions', 'loans and refunds']","['campaign finance', 'campaign finance law', 'campaign finance reform', 'campaign finance reports', 'campaign funds', 'election law', 'federal election campaign act', 'political action committees', 'political campaigns', 'political parties']","fec data,political committees,federal election laws,reporting periods,financial activity,committee identification,receipts and disbursements,loans and refunds"
38918,"<p>Current research that seeks to inform terrorism prevention, intervention, and interdiction efforts has been hampered by at least three problems: the lack of adequate control groups, a tendency to conceptually conflate radicalization with mobilization, and a preponderance of research designs that only include data on the perpetrator or the event, but not both. This project addresses these shortcomings by collecting data that includes control groups consisting of non-violent offenders, non-mobilized ideologues, and unsuccessful terrorists, and by modeling mobilization as the interaction between individual characteristics, social networks, and event-level situational opportunities for action. The integrated approach of this research isolates the interactive factors that distinguish violent from nonviolent offenders, identifies the individual, network, and event-level variables that are significantly related to extremist mobilization, and determines which law enforcement interdiction strategies are most likely to succeed in stopping terrorist attacks.</p> <p>This research expands on the NIJ-funded Profiles of Individual Radicalization in the United States (PIRUS) and Social Networks of American Radicals (SoNAR) datasets to include event-level information on more than 1,400 United States-based extremist plots and financial crimes from 1974-2021. These event data can be linked to data on the individuals and networks contained in the PIRUS and SoNAR datasets, respectively, in order to build a fully relational database on radicalization characteristics, social-network dynamics, and event-level details and outcomes. Data collection used open-sources, including media reports, unsealed court documents, unclassified government reports, and other open-source archived content. To strengthen the reliability and validity of the analyses, at least 25% of the data were double coded, and the project team dedicated the last phase of data collection to conduct rigorous quality control. To analyze these data, the project team used three methods: descriptive and bivariate analyses, advanced regression methods with regularization, and multi-step configurational methods on a subset of 50 event cases.</p> <p>These data are currently available as an Excel workbook. The ""Plots"" sheet contains data on premeditated violent and non-violent crimes. The ""Financial Crimes"" sheet contains data on financial crimes only. Please refer to the ICPSR README for more information.</p>","['terrorism prevention', 'intervention strategies', 'radicalization research', 'mobilization modeling', 'control groups', 'social networks', 'event-level analysis', 'extremist plots', 'data collection', 'regression methods']","['anti-terrorist laws', 'counterterrorism', 'data collection', 'extremism', 'intervention strategies', 'political violence', 'radicalism', 'social networks', 'terrorism', 'terrorist threats']","terrorism prevention,radicalization research,mobilization modeling,control groups,event-level analysis,extremist plots,data collection,regression methods"
21942,"<p>The overall purpose of this study was to examine the influence of
variations in early childcare histories on the psychological
development of infants and toddlers from a variety of family
backgrounds. This general objective was addressed through a
prospective, longitudinal study of the experiences of 1,364 children and
their families, which took into account the
complex interactions among child characteristics and those
of the human and physical environments in which
the children were reared.</p>
<head type=""1"">Research Goals</head>
<p>The specific research aims were as follows:</p>
<list type=""bulleted"">
<itm><p>Examining the relationship between infants' childcare
arrangements (defined in terms of hours, type, quality, and
stability of care and the age at which the child entered care)
and children's concurrent and long-term development.
Specifically, the study investigated the association between
children's experiences in childcare and their social, emotional,
language, and cognitive development. The social-emotional
assessments included measures of attachment, independence,
compliance, behavior problems, prosocial and antisocial behavior,
and general competence in interacting with peers. Cognitive variables
include general developmental level and problem solving skills. Language
assessments incorporated measures of children's expressive and receptive communicative competence.</p></itm>
<itm><p>Examining whether the social ecology of the home
moderates the effects of childcare, i.e., whether children
from different home environments are differentially affected by
similar childcare experiences. The study examined the
moderating effects of parents' values and attitudes,
psychological adjustment and mental health, stress and social
support, child-rearing practices, time use, interactions with the
child, the marital relationship, and family demographics.</p></itm>
<itm><p>Examining whether individual differences among children
moderate the effects of infant care on child development. The
study examined the moderating effects of such child
characteristics as age, sex, health, birth order, and
temperament.</p></itm>
<itm><p>Identify demographic and family characteristics
associated with families' childcare decisions. The study examined whether
specific childcare arrangements are related to
the parents' social class, marital status, psychological
adjustment and personality, child-rearing values and attitudes,
parenting practices, stress, social support, marital
relationship, and the availability of childcare in the community.</p></itm>
<itm><p>Provide a natural history of infant care in the
1990s, and help establish a baseline of data pertaining to the
kinds of care being used by families. Whereas other national
databases, such as those provided by the United States Census Bureau, provide
static estimates of the number of children in different types of
childcare, this network study supplements that knowledge
with longitudinal data on successive enrollments into day care at
various ages, patterns of arrangements used concurrently and over
time, and the stability of arrangements during the first three
years of life. One of the most valuable aspects of the
collaborative study is the opportunity it provides to obtain a
more complete and accurate picture of patterns of infant care
used by families today. Census surveys use only gross categories
of care (e.g., center vs. in-home). In this study, more fine-grained
information regarding the types of centers and home-care
facilities was gathered.</p></itm>
<itm><p>Examine the consequences for families of maternal
employment and childcare choices. Family relationships,
parental mental health, family stress, and so on, are not just
inputs to child development or moderators of childcare effects,
they are also outcomes. High-quality childcare may alleviate
family stress and enhance parental adjustment. Low-quality childcare may add to the stress parents experience. Although the main
focus in the study was on the effect of childcare on the child, the
study also examined the effect of childcare on the family.</p></itm>
<itm><p>Identify demographic characteristics of childcare
associated with childcare quality. Of interest to policy makers
is another aspect of the study, the investigation of those
regulatory characteristics that predict care of higher quality.
These characteristics included the level and type of caregiver
training, the size of the childcare group, the auspices of the
childcare program (public/private, profit/nonprofit,
independent/chain, employer-sponsored/church-based), whether the
facility was licensed or unlicensed, the level of payment and
fees, and whether the caregiver was a relative of the family.</p></itm></list>
<head type=""1"">Data File Organization</head>
<p>504 data files were compiled for this study and are organized into 4 main groups:</p>
<list type=""ordered"">
<itm><p>Analytical Data Sets (ADS) -- The raw data were examined and composites defined by small groups of individual principal investigators according to the demographic, family, childcare, and child outcome content of the data. The psychometric and distributional qualities of the variables along with site differences were examined. A set of variables that was psychometrically and distributionally acceptable to be used in analytic analyses was designed to test the study hypotheses. These data files comprise Parts 1-49 of the study data material.</p></itm>
<itm><p>Supplemental Data Sets -- New and revised analysis variables as well as across-time mean scores and primary composites were produced as a supplement to the original Analytical Data Sets. These data files comprise Parts 50-55 of the study data material.</p></itm>
<itm><p>Raw Census-Related Data Sets -- Files were produced using geocoded addresses for survey respondents to match block group level data from the 1990 and 2000 Censuses for investigators to create additional measures of interest from the geocoded addresses. These data files comprise Parts 56-58 of the study data material.</p></itm>
<itm><p>Raw Data Sets -- The raw data were made available and comprise Parts 59-505 of the study data material.</p></itm></list>
<head type=""1"">Training Workshop</head>
<p>A three-day summer training workshop on the SECCYD was put on by NICHD at the Inter-University Consortium for Political and Social Research in Ann Arbor, Michigan in 2010. The binder from that workshop, which includes the Powerpoint slides used during presentations, are freely available to the public as part of the study documentation.</p>","['childcare effects', 'psychological development', 'longitudinal study', 'family dynamics', 'social-emotional assessment', 'cognitive development', 'language skills', 'maternal employment', 'childcare quality', 'demographic characteristics']","['child development', 'cognitive development', 'early childhood education', 'family planning', 'family relations', 'family structure', 'family violence', 'parenting skills', 'social-emotional skills', 'socioeconomic status']","childcare effects,psychological development,longitudinal study,family dynamics,social-emotional assessment,language skills,maternal employment,childcare quality"
34660,"The Korean General Social Survey (KGSS) is the Korean version of the General Social Survey (GSS), closely replicating the original GSS of the National Opinion Research Center at the University of Chicago. Each round of KGSS typically includes the topical module of the International Social Survey Programme (ISSP), and/or the East Asian Social Survey (EASS), an international survey network of four GSS-type surveys in East Asia, (including China, Japan, Taiwan, and South Korea). Respondents were asked for their opinions on Korean society, politics and reunification, economic issues, social equity and inequality, and suicide. Additional questions were asked about the everyday life, household, family, education, occupation, and mental health of the respondents. Demographic information includes age, sex, education level, household income, employment status, religious preference, political party affiliation, and political philosophy.","['korean society', 'social survey', 'general social survey', 'national opinion research center', 'international social survey programme', 'east asian social survey', 'social equity', 'demographic information', 'mental health', 'political philosophy']","['demographic information', 'mental health', 'political philosophy', 'public opinion', 'social attitudes', 'social equity', 'social inequality', 'social issues', 'social movements', 'social policy']","korean society,social survey,general social survey,national opinion research center,international social survey programme,east asian social survey,social equity,demographic information"
4185,"This study examines attitudes and behaviors toward water
 conservation throughout the Truckee River Watershed in California and
 Nevada. The project was meant to serve the needs of policy makers and
 the public within an area facing difficult choices over the allocation
 of water resources. These data, comprising three separate files, are
 taken from information gathered in phone surveys from households in
 the Truckee River Watershed, including Truckee, California, and Reno,
 Fernley-Wadsworth, and Fallon, Nevada. Part 1, 1998 Data, contains
 data from the first wave of interviews in which respondents were asked
 whether or not they had a garden, how much grass was in their lawns,
 and if they had an automatic watering system. They were also asked
 questions about water meters, their water bills, and if they had saved
 more water than in the previous year. The survey also contained
 questions relating to respondents' environmental opinions, sources of
 information on conservation, steps taken to increase water
 conservation, and opinions on new innovations. Part 2, 2000 Data,
 contains data from the second wave of interviews from a combination of
 new respondents and the first wave interviews. The respondents were
 asked questions similar to those asked in the first wave of data
 collection. Part 3, 1998-2000 Panel Data, contains the data from both
 waves of data collection for those respondents who participated in
 both interviews. Demographic information includes age, income, sex,
 and ZIP code of the respondent, how long the respondent has lived in
 the watershed area, the amount of their water bill, the value of their
 home, and how much value any landscaping added to the market value of
their home.","['water conservation', 'truckee river watershed', 'phone surveys', 'household interviews', 'environmental opinions', 'water resource allocation', 'policy makers', 'demographic information', 'landscaping value', 'conservation innovations']","['conservation innovations', 'environmental attitudes', 'environmental education', 'environmental impact', 'environmental planning', 'environmental policy', 'environmental protection', 'water management', 'water pollution', 'water utilities']","water conservation,truckee river watershed,phone surveys,household interviews,environmental opinions,water resource allocation,policy makers,demographic information,landscaping value,conservation innovations"
24164,"The data contain records of arrests and bookings for federal offenses in the United States during fiscal year 2003. The data were constructed from the United States Marshals Service (USMS) Prisoner Tracking System database. Records include arrests made by federal law enforcement agencies (including the USMS), state and local agencies, and self-surrenders. Offenders arrested for federal offenses are transferred to the custody of the USMS for processing, transportation, and detention. The Prisoner Tracking System contains data on all offenders within the custody of the USMS. The data file contains variables from the original USMS files as well as additional analysis variables, or ""SAF"" variables, that denote subsets of the data. These SAF variables are related to statistics reported in the Compendium of Federal Justice Statistics, Tables 1.1-1.3. Variables containing identifying information (e.g., name, Social Security Number) were replaced with blanks, and the day portions of date fields were also sanitized in order to protect the identities of individuals. These data are part of a series designed by the Urban Institute (Washington, DC) and the Bureau of Justice Statistics. Data and documentation were prepared by the Urban Institute.","['federal offenses', 'arrest records', 'united states', 'fiscal year 2003', 'us marshals service', 'prisoner tracking system', 'law enforcement agencies', 'custody processing', 'data sanitization', 'urban institute.']","['arrest records', 'data sanitization', 'federal offenses', 'fiscal year 2003', 'law enforcement agencies', 'prisoner tracking system', 'united states', 'urban institute', 'us marshals service', 'urban crime']","fiscal year 2003,us marshals service,prisoner tracking system,custody processing,data sanitization,urban institute."
13740,"The Project on Human Development in Chicago Neighborhoods
 (PHDCN) was a large-scale, interdisciplinary study of how families,
 schools, and neighborhoods affect child and adolescent development.
 One component of the PHDCN was the Longitudinal Cohort Study, which
 was a series of coordinated longitudinal studies that followed over
 6,000 randomly selected children, adolescents, and young adults, and
 their primary caregivers over time to examine the changing
 circumstances of their lives, as well as the personal characteristics,
 that might lead them toward or away from a variety of antisocial
 behaviors. Numerous measures were administered to respondents to
 gauge various aspects of human development, including individual
 differences, as well as family, peer, and school influences. One such
 measure was the School Interview protocol. This was adapted from the
 school section of the Youth Interview Schedule used in the
 Philadelphia Family Management Study. It included sections addressing
 school climate, school safety, types of classes the subject had taken,
 the subject's attitude toward school, and participation in activities
 within and outside of school and in after-school activities. It was
 administered to subjects in Cohorts 6, 9, and 12. It is closely
 related to PROJECT ON HUMAN DEVELOPMENT IN CHICAGO NEIGHBORHOODS
(PHDCN): SCHOOL INTERVIEW, WAVE 2, 1997-2000 (ICPSR 13654).","['human development', 'chicago neighborhoods', 'longitudinal study', 'child development', 'adolescent development', 'antisocial behaviors', 'school influences', 'school safety', 'school climate', 'after-school activities']","['adolescent development', 'antisocial behavior', 'child development', 'early childhood education', 'juvenile delinquency', 'school climate', 'school safety', 'school violence', 'youth development', 'youth diversion programs']","human development,chicago neighborhoods,longitudinal study,adolescent development,antisocial behaviors,school influences,school climate,after-school activities"
