study_id,text,gpt_response
9887,"This poll is part of a continuing series of monthly surveys
that evaluate the Bush presidency and solicit opinions on a variety of
political and social issues. Respondents were asked to identify the
most important problem facing the country, to indicate whether they
approved or disapproved of Bush's handling of the presidency in general
and of his handling of foreign affairs and the economy in particular,
and to offer opinions on whether Bush was able to deal with the big
issues that faced the country. Those surveyed were also asked if they
approved of the way their own United States Representative was handling
his or her job, and whether they approved of the way Congress was doing
its job. Concerning economic matters, respondents were asked how the
money from potential cuts in military spending should be used, whether
they were better off financially than in 1989 when Bush became
president, and whether Bush or the Democrats in Congress could be
trusted to do a better job on the economy. Concerning political
parties, respondents were asked whether the Democrats or Republicans
better represented the interests of various groups of people, and
whether the Democrats or Republicans could do a better job of coping
with the main problems the nation would face in the coming years.
Focusing on health care, respondents were asked whether they trusted
Bush or the Democrats in Congress to do a better job of improving the
health care system in this country, whether they could vote for a
candidate whose position on health care was different from theirs, and
if a candidate's position on health care was the most important issue
to consider in deciding whether to support that candidate. With respect
to Bush's 1992 State of the Union address, those surveyed were asked if
they approved of most of the proposals made in the speech, how much
Bush's economic proposals would help the economy and the respondent's
own financial situation, and whether Bush would be able to accomplish
most of the goals he outlined in his speech. Concerning the Persian
Gulf War, the survey asked respondents whether the war had been worth
fighting considering its cost to the United States versus its benefit,
and whether the respondent was more likely to support Bush for a second
term as a result of the Gulf War. Regarding the issue of extramarital
affairs involving a presidential candidate, respondents were asked if
they could vote for a candidate who had had an affair, whether the
allegation that Democratic presidential candidate Bill Clinton had had
an affair would have an effect on their vote, and if that should be an
issue in the presidential election. Respondents were also asked whether
Clinton should withdraw from the race if it turned out that he did have
an affair with Gennifer Flowers, whether his withdrawal should be based
on having had an affair or having denied it, and whether Clinton or
Flowers had told the truth. Concerning the 1992 presidential election,
respondents were asked for whom they would vote if their state held a
Democratic or Republican primary/caucus for president, toward whom they
were leaning at the time of the interview, whether they would vote for
Bush or various other prospective candidates/nominees if the national
election were held at the time of the interview, and toward whom they
were leaning at the time of the interview. Those surveyed were also
asked their views concerning presidential primaries and caucuses, and
about their expectations for the 1992 presidential campaign. Additional
campaign questions asked respondents if who is elected in 1992 really
made any difference, and whether they thought that they were being
referred to when Republican and Democratic candidates for political
office talked about the middle class. Other questions dealt with the
respondent's impression of various candidates involved in the 1992
presidential election, the reelection of the respondent's
representative in Congress, and the chances of the respondent's voting
in the 1992 presidential election. Background information on
respondents includes political alignment, voter registration status,
most recent presidential vote choice, education, age, race, income,
economic class, religion, marital status, household composition, labor
union membership, urban/suburban/rural residence, and sex.","['bush presidency', 'public opinion', 'economic concerns', 'political parties', 'health care policy', '1992 election', 'persian gulf war', 'bill clinton scandal', 'voter attitudes', 'demographic information']"
3356,"This Supplementary Empirical Teaching Units in Political
 Science (SETUPS) module is designed as an introduction to the study of
 elections, voting behavior, and survey data through the analysis of
 the 2000 United States general election. The data are taken from the
 AMERICAN NATIONAL ELECTION STUDY, 2000: PRE- AND POST-ELECTION SURVEY
 (ICPSR 3131), conducted by Nancy Burns, Donald R. Kinder, Steven J.
 Rosenstone, Virginia Sapiro, and the National Election Studies. A
 subset of items was drawn from the full election survey, including
 questions on voting behavior, political involvement, media
 involvement, candidate images, presidential approval and government
 performance, economic conditions, ideology, general spending and
 taxation, social welfare policy, foreign policy and defense issues,
 social and other domestic issues, civil rights and equality, and
 general orientations toward government. A number of social and
 demographic characteristics such as gender, race, age, marital status,
 education, occupation, income, religious affiliation, region, and
employment status are also included.","['elections study', 'voting behavior', 'survey analysis', 'american national election study', 'political involvement', 'media influence', 'candidate perceptions', 'government performance', 'social policies', 'demographic characteristics']"
9351,"This collection evaluates the impact of a new foot patrol 
 plan, implemented by the Boston Police Department, on incidents of 
 crime and neighborhood disturbances. Part 1 contains information on 
 service calls by types of criminal offenses such as murder, rape, 
 aggravated assault, simple assault, robbery, larceny, burglary, and 
 auto theft. It also contains data on types of community disturbances 
 such as noisy party, gang, or minor disturbance and response priority 
 of the incidents. Response priorities are classified according to a 
 four-level scale: Priority 1: emergency calls including crimes in 
 progress, high risk or personal injury, and medical emergencies, 
 Priority 2: calls of intermediate urgency, Priority 3: calls not 
 requiring immediate response, Priority 4: calls of undetermined 
 priority. Parts 2 and 3 include information about patrol time used in 
 each of the three daily shifts during the pre- and post-intervention 
 periods. Part 4 presents information similar to Parts 2 and 3 but the 
data span a longer period of time--approximately seven years.","['boston police department', 'foot patrol plan', 'crime incidents', 'neighborhood disturbances', 'criminal offenses', 'community disturbances', 'response priority', 'patrol time', 'pre-post intervention', 'longitudinal data']"
8745,"These surveys were done to measure changes in consumer 
 attitudes and expectations, to understand why these changes occur, and 
 to evaluate how they relate to consumer decisions to save, borrow, or 
 make discretionary purchases. This type of information is essential for 
 forecasting changes in aggregate consumer behavior. Each quarterly 
 survey contains approximately 40 questions, each of which probes a 
 different aspect of consumer confidence. Open-ended questions are asked 
 concerning evaluations and expectations about personal finances, 
 employment, price changes, and the national business situation. 
 Additional questions probe buying intentions for automobiles and the 
 respondent's appraisals of present market conditions for purchasing 
houses, automobiles, and other durables.","['consumer behavior', 'attitude measurement', 'economic forecasting', 'consumer confidence', 'personal finances', 'employment expectations', 'price change perceptions', 'national business outlook', 'buying intentions', 'market conditions.']"
38835,"Associated Press (AP) VoteCast is a survey of the American electorate conducted in all 50 states by the National Opinion Research Center (NORC) at the University of Chicago for the Associated Press (AP) and Fox News. The survey is funded by AP. The survey of 120,896 registered voters was conducted between October 31st and November 8th, 2022, concluding as polls closed on Election Day. Interviews were conducted via phone and web, with 4,506 completing by phone and 116,309 completing by web. AP VoteCast combines interviews with a random sample of registered voters drawn from state voter files; with self-identified registered voters conducted using NORC's probability-based AmeriSpeak panel, which is designed to be representative of the U.S. population; and with self-identified registered voters selected from nonprobability online panels. Interviews were conducted in English and Spanish. Participants selected from state voter files were contacted by phone and mail, and had the opportunity to take the survey by phone or online.","['ap votecast', 'norc', 'registered voters', 'election survey', 'methodology', 'phone interviews', 'web interviews', 'amerispeak panel', 'english and spanish', 'state voter files']"
13595,"The Project on Human Development in Chicago Neighborhoods
 (PHDCN) was a large-scale, interdisciplinary study of how families,
 schools, and neighborhoods affect child and adolescent development.
 One component of the PHDCN was the Longitudinal Cohort Study, which
 was a series of coordinated longitudinal studies that followed over
 6,000 randomly selected children, adolescents, and young adults, and
 their primary caregivers over time to examine the changing
 circumstances of their lives, as well as the personal characteristics,
 that might lead them toward or away from a variety of antisocial
 behaviors. Numerous measures were administered to respondents to
 gauge various aspects of human development, including individual
 differences, as well as family, peer, and school influences. The
 Pubertal Development Scale was a self-report measure consisting of
 items that were used to ascertain pubertal status for children in
Cohorts 9, 12, and 15.","['human development', 'chicago neighborhoods', 'interdisciplinary study', 'longitudinal research', 'child development', 'adolescent development', 'antisocial behaviors', 'individual differences', 'family influences', 'pubertal status']"
6308,"Summary Tape File STF 4C, which provides summaries for the
entire United States, is comprised of sample data weighted to
represent the total population and also contains 100-percent counts
for total persons and total housing units. Additional population and
housing variables include items such as age, ancestry, disability,
citizenship, education, income, marital status, race, sex, travel time
to work, hours worked, rent, persons in household, acreage of
property, tenure, value of housing unit, number of vehicles, and
monthly owner costs. Geographic coverage includes the United States,
census regions, divisions, states, counties, places with 10,000 or
more persons, minor civil divisions of 10,000 or more persons in
selected states, and metropolitan and urbanized areas. The ""A""
records contain 123 population tables and 80 housing tables. These
include five population tables and one housing table showing 37
categories of race, and five population tables and one housing table
with 26 categories of Hispanic origin. Data are included for all
persons for each summary level and geographic component level within a
unit of geography. More detailed data are presented in 178 population
and 85 housing tables in the ""B"" records.","['demographic data', 'population statistics', 'housing information', 'census summaries', 'geographic coverage', 'sample weighting', 'race categories', 'hispanic origin', 'socioeconomic variables', 'metropolitan analysis']"
34920,"This longitudinal survey of middle school students was conducted as
part of the evaluation of Start Strong: Building Healthy Teen
Relationships, a national program to prevent teen dating violence and
abuse by teaching 11- to- 14-year-olds about healthy relationships.
Start Strong was was an initiative of the Robert Wood Johnson
Foundation (RWJF) in collaboration with the Blue Shield of California
Foundation and Futures Without Violence. Eight schools in three of the
Start Strong sites participated in the evaluation, four implementing
Start Strong and four which did not have any teen dating violence
prevention programs. Topics covered by the four waves of the survey,
which were conducted in fall 2010, spring 2011, fall 2011 and spring
2012, include self-confidence, self-reported school grades, coping
with anger and disagreements, gender roles in relationships, dating violence, bullying, communication with parents and teachers, alcohol use, dating and relationship history, social media use, age of dating partners, school and community resources for dating violence victims, and family background.","['teen dating violence', 'healthy relationships', 'longitudinal survey', 'middle school', 'prevention programs', 'start strong initiative', 'rwjf collaboration', 'survey topics', 'evaluation study', 'social media use']"
9159,"This survey consists of telephone interviews conducted 
 before and after the 1988 presidential election. Both the pre- and 
 post-election polls asked registered respondents for their opinions of 
 the Democratic and Republican presidential and vice-presidential 
 candidates, negative campaigning, and television commercials. The 
 pre-election poll asked respondents how likely they were to vote in the 
 1988 presidential election and for whom. Additional topics covered 
 included the national economy, respondents' previous voting behavior, 
 if they cared who won, and who they thought would win the election. In 
 the post-election poll, respondents were asked how they voted in the 
 presidential election and why, and if they voted Democratic or 
 Republican in the election for the United States House of 
 Representatives in their district. The survey also asked questions 
 about reasons for not voting, and opinions of unregistered respondents 
 about the voting process were solicited as well. Other questions sought 
 respondents' opinions on Jesse Jackson, president-elect George Bush and 
 expectations for his administration, the presidential campaign process, 
 and the role of the media. Background information on individuals 
 includes party affiliation, age, marital status, income, religious 
preference, employment status, education, race, and union membership.","['election surveys', 'voter behavior', 'political opinions', 'presidential election', 'campaign analysis', 'voter demographics', 'media influence', 'political parties', 'voting patterns', 'economic concerns.']"
37100,"<p>Beginning in July 2000, the National Center for Injury Prevention and Control (NCIPC), Centers for Disease Control and Prevention (CDC) in collaboration with the United States Consumer Product Safety Commission (CPSC) expanded the National Electronic Injury Surveillance System (NEISS) to collect data on all types and causes of injuries treated in a representative sample of United States hospitals with emergency departments (EDs). This system is called the NEISS-All Injury Program (NEISS-AIP).</p>
<p>The NEISS-AIP is designed to provide national incidence estimates of all types and external causes of nonfatal injuries and poisonings treated in U.S. hospital EDs. Data on injury-related visits are being obtained from a national sample of U.S. NEISS hospitals, which were selected as a stratified probability sample of hospitals in the United States and its territories with a minimum of six beds and a 24-hour ED. The sample includes separate strata for very large, large, medium, and small hospitals, defined by the number of annual ED visits per hospital, and children's hospitals. The scope of reporting goes beyond routine reporting of injuries associated with consumer-related products in CPSC's jurisdiction to include all injuries and poisonings. The data can be used to (1) measure the magnitude and distribution of nonfatal injuries in the United States; (2) monitor unintentional and violence-related nonfatal injuries over time; (3) identify emerging injury problems; (4) identify specific cases for follow-up investigations of particular injury-related problems; and (5) set national priorities. A fundamental principle of this expansion effort is that preliminary surveillance data will be made available in a timely manner to a number of different federal agencies with unique and overlapping public health responsibilities and concerns. Also, annually, the final edited data will be released as public use data files for use by other public health professionals and researchers. NEISS-AIP data on nonfatal injuries were collected from January through December each year except the year 2000 when data were collected from July through December (ICPSR 3582).</p>
<p>NEISS AIP is providing data on approximately over 500,000 cases annually. Data obtained on each case include age, race/ethnicity, gender, principal diagnosis, primary body part affected, consumer products involved, disposition at ED discharge (i.e., hospitalized, transferred, treated and released, observation, died), locale where the injury occurred, work-relatedness, and a narrative description of the injury circumstances. Also, major categories of external cause of injury (e.g., motor vehicle, falls, cut/pierce, poisoning, fire/burn) and of intent of injury (e.g., unintentional, assault, intentional self-harm, legal intervention) are being coded for each case in a manner consistent with the International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) coding rules and guidelines.
NEISS has been managed and operated by the United States Consumer Product Safety Commission since 1972 and is used by the Commission for identifying and monitoring consumer product-related injuries and for assessing risk to all United States residents. These product-related injury data are used for educating consumers about hazardous products and for identifying injury-related cases used in detailed studies of specific products and associated hazard patterns. These studies set the stage for developing both voluntary and mandatory safety standards.</p>
<p>Since the early 1980s, CPSC has assisted other federal agencies by using NEISS to collect injury- related data of special interest to them. In 1990, an interagency agreement was established between NCIPC and CPSC to (1) collect NEISS data on nonfatal firearm-related injuries for the CDC Firearm Injury
Surveillance Study; (2) publish NEISS data on a variety of injury-related topics, such as in-line skating, firearms, BB and pellet guns, bicycles, boat propellers, personal water craft, and playground injuries; and (3) to address common concerns. CPSC also uses NEISS to collect data on work-related injuries for the National Institute of Occupational Safety and Health (NIOSH), CDC.
In 1997, the interagency agreement was modified to conduct the three-month NEISS All Injury Pilot Study at 21 NEISS hospitals (see Quinlan KP, Thompson MP, Annest JL, et al. Expanding the National Electronic Injury Surveillance System to Monitor All Nonfatal Injuries Treated in US Hospital Emergency Departments. Annals Emerg. Med. 1999;34:637-643.) This study demonstrated the feasibility of expanding NEISS to collect data on all injuries. National estimates based on this study indicated product-related injuries that fall into CPSC's jurisdiction accounted for approximately 50 percent of injuries treated in U.S. hospital EDs. The study also indicated that NEISS is a cost-effective system for capturing data on all injuries treated in U.S. hospital EDs. The NEISS-AIP provides an excellent data source for monitoring national estimates of nonfatal injuries over time. Analysis and dissemination of these surveillance data through the ICPSR, and <a href=""http://www.cdc.gov/injury/wisqars/"">Internet publications</a> will help support NCIPC's mission of reducing all types and causes of injuries in the United States, as well as assist other federal agencies with responsibilities for injury prevention and control.</p>","['injury surveillance', 'neiss-aip', 'data collection', 'emergency departments', 'national estimates', 'consumer safety', 'injury prevention', 'public health', 'interagency collaboration', 'nonfatal injuries']"
2380,"This survey was designed to collect data on postsecondary
 institutions offering vocational education programs. These data are
 used to develop a directory that parallels existing United States
 Office of Education directories of colleges and universities, both
 public and private. The data collected give comprehensive information
 on career training opportunities and a complete universe of
 institutions from which samples may be drawn. Information on
 individual institutions includes identification and location of
 institutions, size of vocational enrollments, vocational education
 programs offered, specific accreditation data, and other general
information.","['vocational education', 'postsecondary institutions', 'data collection', 'directory development', 'career training', 'institution identification', 'enrollment size', 'program offerings', 'accreditation data', 'educational opportunities']"
35301,"<p>The General Social Survey (GSS) conducts basic scientific research on the structure and development of American society with a data-collection program designed to both monitor societal change within the United States and to compare the United States to other nations.
Begun in 1972, the GSS contains a standard 'core' of demographic, behavioral, and attitudinal questions, plus topics of special interest. Many of the core questions have remained unchanged since 1972 to facilitate time-trend studies as well as replication of earlier findings.</p>","['general social survey', 'societal change', 'american society', 'data collection', 'united states', 'demographic questions', 'behavioral research', 'attitudinal questions', 'time-trend studies', 'replication of findings']"
35114,"This study is part of a time-series collection of national
surveys fielded continuously since 1952. The election studies are
designed to present data on Americans' social backgrounds, enduring
political predispositions, social and political values, perceptions
and evaluations of groups and candidates, opinions on questions of
public policy, and participation in political life. In addition to the
usual content, other topics included women's liberation, racial
attitudes, economic attitudes, payment of federal income tax, feelings
about the quality of life, and various cultural attitudes.","['national surveys', 'election studies', 'social backgrounds', 'political predispositions', 'social values', 'political values', 'public policy', 'political participation', ""women's liberation"", 'racial attitudes']"
6324,"This special topic poll dealt with issues of concern to
residents of New York City, focusing primarily on the 1993 mayoral race
between David Dinkins, Rudolph Giuliani, and George Marlin. Respondents
were questioned regarding their intentions to vote in the election,
their current vote choices in the election, and their opinions of the
candidates. Respondents were also asked to identify the problem they
most wanted the next mayor to concentrate on and to comment on whether
an endorsement of a mayoral candidate by Bill Clinton or Ed Koch would
influence their vote. Additional topics included the 1993 elections for
comptroller and public advocate, the city economy, race relations,
personal safety, police presence, quality of public schools, the Board
of Education, Ramon Cortines' handling of his job as New York City
Schools Chancellor, the homeless, harassment by panhandlers, Bill
Clinton's handling of his job as president, the secession of Staten
Island from New York City, drugs in the community, moving the New York
Yankees to the New Jersey Meadowlands, and the amount of attention paid
to the needs and problems of Blacks by the city government. Background
information on respondents includes voter registration status,
financial situation compared to four years ago, political party,
political orientation, vote choice in the 1992 presidential election,
vote choice in the 1989 New York City mayoral election, borough of
residence, crime victimization, presence of children under the age of
18 in the household, children in the household attending public school,
school preference, labor union status, religious preference, attendance
at religious services, education, age, sex, race, Hispanic origin,
Italian origin, and family income.","['new york city', 'mayoral race', 'voter intentions', 'candidate opinions', 'priority issues', 'political endorsements', 'city elections', 'social concerns', 'demographic information', 'public opinion']"
13544,"Summary File 4 (SF 4) from the United States 2000 Census
contains the sample data, which is the information compiled from the
questions asked of a sample of all people and housing units.
Population items include basic population totals: urban and rural,
households and families, marital status, grandparents as caregivers,
language and ability to speak English, ancestry, place of birth,
citizenship status, year of entry, migration, place of work, journey
to work (commuting), school enrollment  and educational attainment,
veteran status, disability, employment status, industry, occupation,
class of worker, income, and poverty status. Housing items include
basic housing totals: urban and rural, number of rooms, number of
bedrooms, year moved into unit, household size and occupants per room,
units in structure, year structure built, heating fuel, telephone
service, plumbing and kitchen facilities, vehicles available, value of
home, monthly rent, and shelter costs. In Summary File 4, the sample
data are presented in 213 population tables (matrices) and 110 housing
tables, identified with ""PCT"" and ""HCT"" respectively. Each table is
iterated for 336 population groups: the total population, 132 race
groups, 78 American Indian and Alaska Native tribe categories
(reflecting 39 individual tribes), 39 Hispanic or Latino groups, and
86 ancestry groups. The presentation of SF4 tables for any of the 336
population groups is subject to a population threshold. That is, if
there are fewer than 100 people (100-percent count) in a specific
population group in a specific geographic area, and there are fewer
than 50 unweighted cases, their population and housing characteristics
data are not available for that geographic area in SF4. For the
ancestry iterations, only the 50 unweighted cases test can be
performed. See Appendix H: Characteristic Iterations, for a complete
list of characteristic iterations.","['united states census', 'sample data', 'population totals', 'housing units', 'marital status', 'educational attainment', 'employment status', 'income analysis', 'ancestry groups', 'threshold requirements']"
7851,"This study, conducted in 1975-1975, contains data from
 personal interviews with 86 members of the 8th Israeli Knesset
 (1973-1977). Data include members' general perceptions of the
 legislature and the Israeli political world, as well as their specific
 party and career histories, areas of expertise, positions held in the
 Knesset, legislative accomplishments and goals, and legislative
 behavior, e.g., contact with party leaders, civil servants, and
 constituents. Other survey data focus on members' political
 socialization, recruitment, and first political awareness, including
 the impact of World War II (e.g., concentration camps and purges),
 elections, Zionism, family activists, school, the Palestine-Israeli
 conflict, anti-Semitism in community, and membership in youth
 groups. Personal background data are also included, e.g., age, sex,
 education, religion, country of origin, family circumstances, and wave
(Aliyah) of immigration to Israel.","['israeli knesset study', 'legislative perceptions', 'political socialization', 'career histories', 'legislative behavior', 'political recruitment', 'world war ii impact', 'zionism influence', 'personal background', 'immigration waves']"
3173,"These data provide information on the number of arrests
 reported to the Federal Bureau of Investigation's Uniform Crime
 Reporting (UCR) Program each year by police agencies in the United
 States. These arrest reports provide data on 43 offenses including
 violent crime, drug use, gambling, and larceny. The data received by
 ICPSR were structured as a hierarchical file containing, per reporting
 police agency, an agency header record, 1 to 12 monthly header
 records, and 1 to 43 detail offense records containing the counts of
 arrests by age, sex, and race for a particular offense. ICPSR
restructured the original data to a rectangular format.","['ucr program', 'arrest reports', 'police agencies', 'violent crime', 'drug use', 'gambling', 'larceny', 'hierarchical file', 'data restructuring', 'rectangular format']"
3325,"Summary File 1 contains 100-percent United States decennial
Census data, which is the information compiled from the questions
asked of all people and about every housing unit. The Advance National
component of Summary File 1 describes the entire United States.
Population items include sex, age, race, Hispanic or Latino origin,
household relationship, and group quarters occupancy. Housing items
include occupancy status, vacancy status, and tenure (owner-occupied
or renter-occupied). There are a total of 171 population tables (""P"")
and 56 housing tables (""H"") provided down to the block level, and 59
population tables provided down to the census tract level (""PCT"") for
a total of 286 tables. In addition, 14 population tables and 4 housing
tables at the block level and 4 population tables at the census tract
level are repeated by major race and Hispanic or Latino groups. The
data present population and housing characteristics for the total
population, population totals for an extensive list of race (American
Indian and Alaska Native tribes, Asian, Native Hawaiian, and Other
Pacific Islander) and Hispanic or Latino groups, and population and
housing characteristics for a limited list of race and Hispanic or
Latino groups. Population and housing items may be crosstabulated.
Selected aggregates and medians also are provided.","['united states census', 'demographic data', 'housing statistics', 'race and ethnicity', 'population characteristics', 'household composition', 'occupancy and tenure', 'block-level detail', 'census tract information', 'race-specific tables']"
37356,"<p>The Pittsburgh Youth Study (PYS) is part of the larger ""Program of Research on the Causes and Correlates of Delinquency"" initiated by the Office of Juvenile Justice and Delinquency Prevention in 1986. PYS aims to document the development of antisocial and delinquent behavior from childhood to early adulthood, the risk factors that impinge on that development, and help seeking and service provision of boys' behavior problems. The study also focuses on boys' development of alcohol and drug use, and internalizing problems.</p>
<p>PYS consists of three samples of boys who were in the first, fourth, and seventh grades in Pittsburgh, Pennsylvania public schools during the 1987-1988 academic year (called the youngest, middle, and oldest sample, respectively). Using a screening risk score that measured each boy's antisocial behavior, boys identified at the top 30 percent within each grade sample on the screening risk measure (n=~250), as well as an equal number of boys randomly selected from the remainder (n=~250), were selected for follow-up. Consequently, the final sample for the study consisted of 1,517 total students selected for follow-up. 506 of these students were in the oldest sample, 508 were in the middle sample, and 503 were in the youngest sample.</p>
<p>Assessments were conducted semiannually and then annually using multiple informants (i.e., boys, parents, teachers) between 1987 and 2010. The youngest sample was assessed from ages 6-19 and again at ages 25 and 28. The middle sample was assessed from ages 9-13 and again at age 23. The oldest sample was assessed from ages 13-25, with an additional assessment at age 35. Information has been collected on a broad range of risk and protective factors across multiple domains (e.g., individual, family, peer, school, neighborhood).  Measures of conduct problems, substance use/abuse, criminal behavior, mental health problems have been collected.</p>
<p>This collection contains data and syntax files for peers constructs. The datasets include constructs on community involvement, gang membership, peers' conventional activities, friends as a bad influence, peer delinquency, peer rejection, proportion of offenses committed alone, and victimization.</p>
<p>The peers constructs were created by using the PYS raw data. The raw data are available at ICPSR in the following studies:
<a href=""https://doi.org/10.3886/ICPSR36453"">Pittsburgh Youth Study Youngest Sample (1987 - 2001) [Pittsburgh, Pennsylvania]</a>,
<a href=""https://doi.org/10.3886/ICPSR36454"">Pittsburgh Youth Study Middle Sample (1987 - 1991) [Pittsburgh, Pennsylvania] </a>, and
<a href=""https://doi.org/10.3886/ICPSR36455"">Pittsburgh Youth Study Oldest Sample (1987 - 2000) [Pittsburgh, Pennsylvania]</a>. </p>","['pittsburgh youth study', 'antisocial behavior', 'delinquency development', 'risk factors', 'service provision', 'substance use', 'internalizing problems', 'longitudinal research', 'peer influence', 'criminal behavior']"
24065,"The data contain records of defendants in federal criminal cases terminated in United States District Court during fiscal year 1998. The data were constructed from the Executive Office for United States Attorneys (EOUSA) Central System file. According to the EOUSA, the United States attorneys conduct approximately 95 percent of the prosecutions handled by the Department of Justice. The Central System data contain variables from the original EOUSA files as well as additional analysis variables, or ""SAF"" variables, that denote subsets of the data. These SAF variables are related to statistics reported in the Compendium of Federal Justice Statistics. Variables containing identifying information (e.g., name, Social Security Number) were replaced with blanks, and the day portions of date fields were also sanitized in order to protect the identities of individuals. These data are part of a series designed by the Urban Institute (Washington, DC) and the Bureau of Justice Statistics. Data and documentation were prepared by the Urban Institute.","['federal criminal cases', 'united states district court', 'fiscal year 1998', 'eousa central system', 'united states attorneys', 'department of justice', 'saf variables', 'federal justice statistics', 'identity protection', 'urban institute']"
34591,"This poll, the last of three fielded January 2012, is a part of a continuing series of monthly surveys that solicits public opinion on a range of political and social issues.
Opinions were collected on federal income taxes, the federal tax policy on capital gains, and whether respondents felt things in the United States were going in the right direction.
Respondents were also queried on topics such as firearms, hedge funds, online piracy, and past presidents.
Additional topics include respondents' television preferences, the Academy Awards, the Super Bowl, and Valentine's Day.
Demographic information includes sex, age, race, marital status, education level, household income, religious preference, type of residential area (e.g., urban or rural), political party affiliation, political philosophy, military service, and whether respondents thought of themselves as born-again Christians.","['public opinion', 'monthly surveys', 'federal taxes', 'capital gains', 'national direction', 'firearms policy', 'hedge funds', 'online piracy', 'past presidents', 'demographic information']"
2587,"The purpose of this study was to gather evidence on the
relationship between discipline and the control of victimization in
schools and to investigate the effectiveness of humanistic versus
coercive disciplinary measures. Survey data were obtained from students, teachers,
and principals in each of the 44 junior and senior high schools in a
county in Ohio that agreed to participate in the study. The data
represent roughly a six-month time frame. Students in grades 7 through
12 were anonymously surveyed in February 1994. The Student Survey (Part 1)
was randomly distributed to approximately half of the students in all
classrooms in each school. The other half of the students received a
different survey that focused on drug use among students (not
available with this collection). The teacher (Part 2) and principal
(Part 3) surveys were completed at the same time as the student
survey. The principal survey included both closed-ended and open-ended
questions, while all questions on the student and teacher surveys were
closed-ended, with a finite set of answers from which to choose. The
three questionnaires were designed to gather respondent demographics,
perceptions about school discipline and control, information about
weapons and gangs in the school, and perceptions about school crime,
including personal victimization and responses to victimization. All
three surveys asked whether the school had a student court and, if so,
what sanctions could be imposed by the student court for various forms
of student misconduct. The student survey and teacher surveys also
asked about the availability at school of various controlled
drugs. The student survey elicited information about the student's
fear of crime in the school and on the way to and from school,
avoidance behaviors, and possession of weapons for protection. Data
were also obtained from the principals on each school's
suspension/expulsion rate, the number and type of security guards
and/or devices used within the school, and other school safety
measures. In addition to the surveys, census data were acquired for a
one-quarter-mile radius around each participating school's campus,
providing population demographics, educational attainment, employment
status, marital status, income levels, and area housing
information. Also, arrest statistics for six separate crimes (personal
crime, property crime, simple assault, disorderly conduct,
drug/alcohol offenses, and weapons offenses) for the reporting
district in which each school was located were obtained from local police
departments. Finally, the quality of the immediate neighborhood was
assessed by means of a ""windshield"" survey in which the researchers
conducted a visual inventory of various neighborhood characteristics:
type and quality of housing in the area, types of businesses, presence
of graffiti and gang graffiti, number of abandoned cars, and the
number and perceived age of pedestrians and people loitering in the
area. These contextual data are also contained in Part 3.","['school discipline', 'victimization control', 'humanistic measures', 'coercive measures', 'survey data', 'student perceptions', 'teacher perceptions', 'principal perceptions', 'school safety', 'neighborhood assessment']"
35159,"<p>These data are part of NACJD's Fast Track Release and are distributed as they were received from the data depositor. The files have been zipped by NACJD for release, but not checked or processed except for the removal of direct identifiers. Users should refer to the accompanying readme file for a brief description of the files available with this collection and consult the investigator(s) if further information is needed.</p>
<p>This study measures the size and structure of the underground commercial sex economy in eight major US cities: San Diego, Seattle, Dallas, Denver, Washington, DC, Kansas City, Atlanta, and Miami. The goals of this study were to derive a more rigorous estimate of the underground commercial sex economy (UCSE) in eight major US cities and to provide an understanding of the structure of this underground economy.</p>
<p>Researchers relied on a multi-method approach using both qualitative and quantitative data to estimate the size of UCSE including:<list type=""ordered"">
<itm>Collecting official data on crime related to the underground weapons and drugs economies</itm>
<itm>Conducting semi-structured interviews with convicted traffickers, pimps, child pornographers, and sex workers at the federal, state, and local levels</itm>
<itm>Conducting semi-structured interviews with local and federal police investigators and prosecutors to inform our analysis of the interrelationship across different types of underground commercial sex activity.</itm></list></p>","['underground commercial sex', 'sex economy size', 'us cities study', 'crime data collection', 'qualitative research', 'quantitative research', 'sex worker interviews', 'law enforcement interviews', 'ucse structure', 'interrelated criminal activities']"
